Code,Name,Country,Exchange,Currency,Type,Isin
RSPE,Invesco Exchange-Traded Fund Trust II,USA,NYSE ARCA,USD,ETF,US46138G5163
RSPF,Invesco S&P 500 Equal Weight Financials ETF,USA,NYSE ARCA,USD,ETF,US46137V3400
RSPG,Invesco S&P 500 Equal Weight Energy ETF,USA,NYSE ARCA,USD,ETF,US46137V3657
RSPH,Invesco S&P 500 Equal Weight Health Care ETF,USA,NYSE ARCA,USD,ETF,US46137V3327
RSPM,Invesco S&P 500 Equal Weight Materials ETF,USA,NYSE ARCA,USD,ETF,US46137V3160
RSPN,Invesco S&P 500 Equal Weight Industrials ETF,USA,NYSE ARCA,USD,ETF,US46137V3244
RSPR,Invesco S&P 500 Equal Weight Real Estate ETF,USA,NYSE ARCA,USD,ETF,US46137V2907
RSPS,Invesco S&P 500 Equal Weight Consumer Staples ETF,USA,NYSE ARCA,USD,ETF,US46137V3731
RSPT,Invesco S&P 500 Equal Weight Technology ETF,USA,NYSE ARCA,USD,ETF,US46137V2824
RSPU,Invesco S&P 500 Equal Weight Utilities ETF,USA,NYSE ARCA,USD,ETF,US46137V2741
RSSE,First Trust Exchange-Traded Fund VIII,USA,NYSE ARCA,USD,Common Stock,US33740F2276
RSSL,Global X Funds,USA,NYSE ARCA,USD,ETF,
RTM,Invesco S&P 500® Equal Weight Materials ETF,USA,NYSE ARCA,USD,ETF,US46137V3160
RTO,Rentokil Initial PLC,USA,NYSE,USD,Common Stock,US7601251041
RTX,Raytheon Technologies Corp,USA,NYSE,USD,Common Stock,US75513E1010
RVER,Advisor Managed Portfolios,USA,NYSE ARCA,USD,ETF,
RVLV,Revolve Group LLC,USA,NYSE,USD,Common Stock,US76156B1070
RVNU,Xtrackers Municipal Infrastructure Revenue Bond ETF,USA,NYSE ARCA,USD,ETF,US2330517051
RVP,Retractable Technologies Inc,USA,NYSE MKT,USD,Common Stock,US76129W1053
RVT,Royce Value Closed Fund,USA,NYSE,USD,Common Stock,US7809101055
RVTY,Revvity Inc.,USA,NYSE,USD,Common Stock,US7140461093
RW,EA Series Trust,USA,NYSE,USD,ETF,
RWEM,The Advisors' Inner Circle Fund III - Rayliant Wilshire NxtGen Emerging Markets Equity ETF,USA,NYSE ARCA,USD,ETF,
RWJ,Invesco S&P SmallCap 600 Revenue ETF,USA,NYSE ARCA,USD,ETF,US46138G6641
RWK,Invesco S&P MidCap 400 Revenue ETF,USA,NYSE ARCA,USD,ETF,US46138G6724
RWL,Invesco S&P 500 Revenue ETF,USA,NYSE ARCA,USD,ETF,US46138G6989
RWLC,The Advisors' Inner Circle Fund III - Rayliant Wilshire NxtGen US Large Cap Equity ETF,USA,NYSE ARCA,USD,ETF,
RWM,ProShares Short Russell2000,USA,NYSE ARCA,USD,ETF,US74348A2107
RWO,SPDR® Dow Jones Global Real Estate ETF,USA,NYSE ARCA,USD,ETF,US78463X7497
RWR,SPDR® Dow Jones REIT ETF,USA,NYSE ARCA,USD,ETF,US78464A6073
RWT,Redwood Trust Inc,USA,NYSE,USD,Common Stock,US7580754023
RWT-P-A,RWT-P-A,USA,NYSE,USD,Preferred Stock,
RWT-PA,Redwood Trust Inc.,USA,NYSE,USD,Preferred Stock,US7580758081
RWTN,"Redwood Trust, Inc. 9.125%",USA,NYSE,USD,Common Stock,US7580758818
RWTO,"Redwood Trust, Inc. 9.00% Senio",USA,NYSE,USD,Common Stock,US7580758735
RWTP,"Redwood Trust, Inc.",USA,NYSE,USD,Common Stock,US7580754023
RWTQ,"Redwood Trust, Inc.",USA,NYSE,USD,Common Stock,
RWX,SPDR® Dow Jones International Real Estate ETF,USA,NYSE ARCA,USD,ETF,US78463X8636
RXD,ProShares UltraShort Health Care,USA,NYSE ARCA,USD,ETF,US74347G5642
RXI,iShares Global Consumer Discretionary ETF,USA,NYSE ARCA,USD,ETF,US4642887453
RXL,ProShares Ultra Health Care,USA,NYSE ARCA,USD,ETF,US74347R7355
RXO,RXO Inc.,USA,NYSE,USD,Common Stock,US74982T1034
RY,Royal Bank of Canada,USA,NYSE,USD,Common Stock,CA7800871021
RYAM,Rayonier Advanced Materials,USA,NYSE,USD,Common Stock,US75508B1044
RYAN,Ryan Specialty Group Holdings Inc,USA,NYSE,USD,Common Stock,US78351F1075
RYDE,Ryde Group Ltd.,USA,NYSE MKT,USD,Common Stock,KYG7733R1020
RYI,Ryerson Holding Corp,USA,NYSE,USD,Common Stock,US7837541041
RYJ,Invesco Raymond James SB-1 Equity ETF,USA,NYSE ARCA,USD,ETF,US46137V5223
RYLD,Global X Russell 2000 Covered Call,USA,NYSE ARCA,USD,ETF,US37954Y4594
RYLG,Global X Russell 2000 Covered Call & Growth ETF,USA,NYSE ARCA,USD,ETF,US37960A7761
RYN,Rayonier Inc,USA,NYSE,USD,Common Stock,US7549071030
RZB,Reinsurance Group of America Inc,USA,NYSE,USD,Common Stock,US7593518027
RZC,7.125% Fixed-Rate Reset Subordinated Debentures due 2052,USA,NYSE,USD,BOND,US7593518852
RZG,Invesco S&P SmallCap 600® Pure Growth ETF,USA,NYSE ARCA,USD,ETF,US46137V1750
RZV,Invesco S&P SmallCap 600® Pure Value ETF,USA,NYSE ARCA,USD,ETF,US46137V1677
S,SentinelOne Inc,USA,NYSE,USD,Common Stock,US81730H1095
SA,Seabridge Gold Inc.,USA,NYSE,USD,Common Stock,CA8119161054
SAA,ProShares Ultra SmallCap600,USA,NYSE ARCA,USD,ETF,US74347R8189
SABA,Saba Capital Income & Opportunities Fund II,USA,NYSE,USD,FUND,
SAC-UN,Safeguard Acquisition Corp.,USA,NYSE,USD,Common Stock,
SACH,Sachem Capital Corp,USA,NYSE MKT,USD,Common Stock,US78590A1097
SACH-P-A,SACH-P-A,USA,NYSE MKT,USD,Preferred Stock,
SACH-PA,Sachem Capital Corp.,USA,NYSE,USD,Preferred Stock,US78590A5056
SAEF,Schwab Strategic Trust,USA,NYSE ARCA,USD,ETF,US8085246648
SAFE,Safehold Inc,USA,NYSE,USD,Common Stock,US78646V1070
SAGP,The Advisorsa Inner Circle Fund III,USA,NYSE ARCA,USD,ETF,US00775Y6529
SAH,Sonic Automotive Inc,USA,NYSE,USD,Common Stock,US83545G1022
SAJ,Saratoga Investment Corp 8.00%,USA,NYSE,USD,Common Stock,US80349A3095
SAM,Boston Beer Company Inc,USA,NYSE,USD,Common Stock,US1005571070
SAMM,The Advisorsâ Inner Circle Fund III,USA,NYSE ARCA,USD,ETF,
SAMT,The Advisorsa Inner Circle Fund III,USA,NYSE ARCA,USD,ETF,US00775Y6453
SAN,Banco Santander SA ADR,USA,NYSE,USD,Common Stock,US05964H1059
SAP,SAP SE ADR,USA,NYSE,USD,Common Stock,US8030542042
SAPH,Precidian ETFs Trust,USA,NYSE ARCA,USD,ETF,
SAR,Saratoga Investment Corp,USA,NYSE,USD,Common Stock,US80349A2087
SARO,"StandardAero, Inc.",USA,NYSE,USD,Common Stock,US85423L1035
SAT,Saratoga Investment Corp 6.00%,USA,NYSE,USD,Common Stock,US80349A2087
SATA,"Strive, Inc. Variable Rate Series A Perpetual Preferred Stock",USA,NYSE,USD,Common Stock,
SAWG,AAM Sawgrass U.S. Large Cap Quality Growth ETF,USA,NYSE ARCA,USD,ETF,US26922B4775
SAWS,AAM Sawgrass U.S. Small Cap Quality Growth ETF,USA,NYSE ARCA,USD,ETF,
SAY,Saratoga Investment Corp 8.125%,USA,NYSE,USD,Common Stock,US80349A8779
SAZ,Saratoga Investment Corp 8.50%,USA,NYSE,USD,Common Stock,US80349A2087
SB,Safe Bulkers Inc,USA,NYSE,USD,Common Stock,MHY7388L1039
SB-P-C,Safe Bulkers Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands),USA,NYSE,USD,Preferred Stock,MHY7388L1294
SB-P-D,Safe Bulkers Inc Perpetual Preferred Series D (Marshall Islands),USA,NYSE,USD,Preferred Stock,MHY7388L1294
SB-PC,Safe Bulkers Inc,USA,NYSE,USD,Preferred Stock,MHY7388L1294
SB-PD,Safe Bulkers Inc,USA,NYSE,USD,Preferred Stock,MHY7388L1294
SBAR,Simplify Exchange Traded Funds,USA,NYSE ARCA,USD,Common Stock,US82889N3355
SBB,ProShares Short SmallCap600,USA,NYSE ARCA,USD,ETF,US74348A3766
SBDS,SBDS,USA,NYSE,USD,Common Stock,
SBEV,Splash Beverage Group Inc,USA,NYSE MKT,USD,Common Stock,US84862C2035
SBH,Sally Beauty Holdings Inc,USA,NYSE,USD,Common Stock,US79546E1047
SBI,Western Asset Intermediate Muni Fund Inc.,USA,NYSE,USD,FUND,US9584351095
SBIL,Simplify Exchange Traded Funds,USA,NYSE ARCA,USD,Common Stock,
SBIO,ALPS Medical Breakthroughs ETF,USA,NYSE ARCA,USD,ETF,US00162Q5936
SBIT,Proshares Ultrashort Bitcoin ETF,USA,NYSE ARCA,USD,ETF,
SBND,Columbia Short Duration Bond ETF,USA,NYSE ARCA,USD,ETF,US19761L8880
SBR,Sabine Royalty Trust,USA,NYSE,USD,Common Stock,US7856881021
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP ADR,USA,NYSE,USD,Common Stock,US20441A1025
SBSI,"Southside Bancshares, Inc.",USA,NYSE,USD,Common Stock,US84470P1093
SBSW,Sibanye Gold Ltd ADR,USA,NYSE,USD,Common Stock,US82575P1075
SBXD,SilverBox Corp IV,USA,NYSE,USD,Common Stock,KYG813541052
SBXD-UN,SilverBox Corp IV,USA,NYSE,USD,Common Stock,
SBXD-WT,SilverBox Corp IV WT,USA,NYSE,USD,Common Stock,
SBXE-U,SilverBox Corp V,USA,NYSE,USD,Common Stock,
SBXE-UN,SilverBox Corp V,USA,NYSE,USD,Common Stock,
SCAP,Series Portfolios Trust,USA,NYSE ARCA,USD,ETF,US81752T4452
SCC,ProShares UltraShort Consumer Services,USA,NYSE ARCA,USD,ETF,US74347G2755
SCCC,Sachem Capital Corp. 7.75% Note,USA,NYSE MKT,USD,Common Stock,US78590A4067
SCCD,Sachem Capital Corp.,USA,NYSE MKT,USD,Common Stock,US78590A8027
SCCE,Sachem Capital Corp. 6.00% Note,USA,NYSE MKT,USD,Common Stock,US78590A6047
SCCF,Sachem Capital Corp. 7.125% Note,USA,NYSE MKT,USD,Common Stock,US78590A7037
SCCG,Sachem Capital Corp. 8.00% Note,USA,NYSE MKT,USD,Common Stock,US78590A8779
SCCO,Southern Copper Corporation,USA,NYSE,USD,Common Stock,US84265V1052
SCCR,Schwab Strategic Trust,USA,NYSE ARCA,USD,Common Stock,US8085247224
SCD,LMP Capital And Income Closed Fund,USA,NYSE,USD,FUND,US50208A1025
SCDL,ETRACS 2x Leveraged US Dividend Factor TR ETN,USA,NYSE ARCA,USD,ETF,US90278V2060
SCDV,ETF Series Solutions,USA,NYSE ARCA,USD,ETF,
SCE-P-G,SCE Trust II Trust Preferred Securities,USA,NYSE,USD,Preferred Stock,US78407R2040
SCE-P-J,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities,USA,NYSE,USD,Preferred Stock,
SCE-P-K,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities,USA,NYSE,USD,Preferred Stock,
SCE-P-L,SCE TRUST VI,USA,NYSE,USD,Preferred Stock,
SCE-PG,SCE Trust II TR PFD SECS 5.1%,USA,NYSE,USD,Preferred Stock,
SCE-PJ,SCE Trust IV,USA,NYSE,USD,Preferred Stock,US78409G2066
SCE-PK,SCE Trust V PFD SEC,USA,NYSE,USD,Preferred Stock,
SCE-PL,SCE Trust VI 5% TR PREF SECS,USA,NYSE,USD,Preferred Stock,
SCE-PM,SCE Trust VII,USA,NYSE,USD,Common Stock,US7838922018
SCHA,Schwab U.S. Small-Cap ETF,USA,NYSE ARCA,USD,ETF,US8085246077
SCHB,Schwab U.S. Broad Market ETF,USA,NYSE ARCA,USD,ETF,US8085241029
SCHC,Schwab International Small-Cap Equity ETF,USA,NYSE ARCA,USD,ETF,US8085248883
SCHD,Schwab U.S. Dividend Equity ETF,USA,NYSE ARCA,USD,ETF,US8085247976
SCHE,Schwab Emerging Markets Equity ETF,USA,NYSE ARCA,USD,ETF,US8085247067
SCHF,Schwab International Equity ETF,USA,NYSE ARCA,USD,ETF,US8085248057
SCHG,Schwab U.S. Large-Cap Growth ETF,USA,NYSE ARCA,USD,ETF,US8085243009
SCHH,Schwab U.S. REIT ETF,USA,NYSE ARCA,USD,ETF,US8085248479
SCHI,Schwab 5-10 Year Corporate Bond ETF,USA,NYSE ARCA,USD,ETF,US8085246986
SCHJ,Schwab 1-5 Year Corporate Bond ETF,USA,NYSE ARCA,USD,ETF,US8085247141
SCHK,Schwab 1000 ETF,USA,NYSE ARCA,USD,ETF,US8085247224
SCHM,Schwab U.S. Mid-Cap ETF,USA,NYSE ARCA,USD,ETF,US8085245087
SCHO,Schwab Short-Term U.S. Treasury ETF,USA,NYSE ARCA,USD,ETF,US8085248628
SCHP,Schwab U.S. TIPS ETF,USA,NYSE ARCA,USD,ETF,US8085248701
SCHQ,Schwab Long-Term U.S. Treasury ETF,USA,NYSE ARCA,USD,ETF,US8085246804
SCHR,Schwab Intermediate-Term U.S. Treasury ETF,USA,NYSE ARCA,USD,ETF,US8085248545
SCHV,Schwab U.S. Large-Cap Value ETF,USA,NYSE ARCA,USD,ETF,US8085244098
SCHW,Charles Schwab Corp,USA,NYSE,USD,Common Stock,US8085131055
SCHW-P-D,The Charles Schwab Corporation Depositary Shares Series D,USA,NYSE,USD,Preferred Stock,US8085136005
SCHW-P-J,SCHW-P-J,USA,NYSE,USD,Preferred Stock,
SCHW-PD,The Charles Schwab Corporation,USA,NYSE,USD,Preferred Stock,
SCHW-PJ,The Charles Schwab Corporation,USA,NYSE,USD,Preferred Stock,
SCHX,Schwab U.S. Large-Cap ETF,USA,NYSE ARCA,USD,ETF,US8085242019
SCHY,Schwab International Dividend Equity ETF,USA,NYSE ARCA,USD,ETF,US8085246721
SCHZ,Schwab U.S. Aggregate Bond ETF,USA,NYSE ARCA,USD,ETF,US8085248396
SCI,Service Corporation International,USA,NYSE,USD,Common Stock,US8175651046
SCIO,First Trust Structured Credit Income Opportunities ETF,USA,NYSE ARCA,USD,ETF,US8089051036
SCJ,iShares MSCI Japan Small-Cap ETF,USA,NYSE ARCA,USD,ETF,US4642865822
SCL,Stepan Company,USA,NYSE,USD,Common Stock,US8585861003
SCM,Stellus Capital Investment,USA,NYSE,USD,Common Stock,US8585681088
SCMB,Schwab Municipal Bond ETF,USA,NYSE ARCA,USD,ETF,US8085246499
SCO,ProShares UltraShort Bloomberg Crude Oil,USA,NYSE ARCA,USD,ETF,US74347Y7976
SCOW,Pacer S&P SmallCap 600 Quality FCF Aristocrats ETF,USA,NYSE,USD,ETF,
SCRD,Janus Henderson Sustainable Corporate Bond ETF,USA,NYSE ARCA,USD,ETF,US47103U7798
SCS,Steelcase Inc,USA,NYSE,USD,Common Stock,US8581552036
SCUS,Schwab Strategic Trust,USA,NYSE ARCA,USD,ETF,
SCYB,Schwab Strategic Trust,USA,NYSE ARCA,USD,ETF,US8085246317
SD,SandRidge Energy Inc,USA,NYSE,USD,Common Stock,US80007P8692
SDCI,USCF SummerHaven Dynamic Commodity Strategy No K-1,USA,NYSE ARCA,USD,ETF,US90290T8099
SDCP,Virtus ETF Trust II,USA,NYSE ARCA,USD,ETF,US92790A8844
SDD,ProShares UltraShort SmallCap600,USA,NYSE ARCA,USD,ETF,US74347G5725
SDEM,Global X MSCI SuperDividend® Emerging Markets ETF,USA,NYSE ARCA,USD,ETF,US37950E1192
SDFI,"AB Active ETFs, Inc.",USA,NYSE ARCA,USD,ETF,
SDHC,Smith Douglas Homes Corp.,USA,NYSE,USD,Common Stock,US83207R1077
SDHY,PGIM Short Duration High Yield Opportunities Fund,USA,NYSE,USD,FUND,US69355J1043
SDIV,Global X SuperDividend ETF,USA,NYSE ARCA,USD,ETF,US37950E5490
SDOG,ALPS Sector Dividend Dogs ETF,USA,NYSE ARCA,USD,ETF,US00162Q8583
SDOW,ProShares UltraPro Short Dow30,USA,NYSE ARCA,USD,ETF,US74347G6483
SDP,ProShares UltraShort Utilities,USA,NYSE ARCA,USD,ETF,US74347G7218
SDRL,Seadrill Limited,USA,NYSE,USD,Common Stock,BMG7997W1029
SDS,ProShares UltraShort S&P500,USA,NYSE ARCA,USD,ETF,US74347G4165
SDY,SPDR® S&P Dividend ETF,USA,NYSE ARCA,USD,ETF,US78464A7634
SE,Sea Ltd,USA,NYSE,USD,Common Stock,US81141R1005
SEA,U.S. Global Sea to Sky Cargo ETF,USA,NYSE ARCA,USD,ETF,US26922B8651
SEAL-P-A,SEAL-P-A,USA,NYSE,USD,Preferred Stock,
SEAL-P-B,SEAL-P-B,USA,NYSE,USD,Common Stock,
SEAL-PA,Seapeak LLC,USA,NYSE,USD,Preferred Stock,MHY8564M1131
SEAL-PB,Seapeak LLC,USA,NYSE,USD,Preferred Stock,MHY8564M2048
SEB,Seaboard Corporation,USA,NYSE MKT,USD,Common Stock,US8115431079
SECR,IndexIQ Active ETF Trust,USA,NYSE ARCA,USD,ETF,
SEDA,SDCL EDGE Acquisition Corporation,USA,NYSE,USD,Common Stock,KYG794711013
SEE,Sealed Air Corporation,USA,NYSE,USD,Common Stock,US81211K1007
SEF,ProShares Short Financials,USA,NYSE ARCA,USD,ETF,US74347B1851
SEG,Seaport Entertainment Group Inc.,USA,NYSE MKT,USD,Common Stock,US8122152007
SEI,"Solaris Energy Infrastructure, Inc.",USA,NYSE,USD,Common Stock,US83418M1036
SEIX,Virtus ETF Trust II - Virtus Seix Senior Loan ETF,USA,NYSE ARCA,USD,ETF,US92790A4058
SEM,Select Medical Holdings,USA,NYSE,USD,Common Stock,US81619Q1058
SEMG,EA Series Trust,USA,NYSE ARCA,USD,ETF,
SEMI,Columbia Seligman Semiconductor & Technology ETF,USA,NYSE ARCA,USD,ETF,US19761L8708
SEMR,Semrush Holdings Inc,USA,NYSE,USD,Common Stock,US81686C1045
SEMY,GraniteShares YieldBOOST Semiconductor ETF,USA,NYSE,USD,ETF,
SENS,"Senseonics Holdings, Inc. Common Stock",USA,NYSE MKT,USD,Common Stock,US81727U1051
SEPI,Shelton Equity Premium Income ETF,USA,NYSE,USD,ETF,
SEPT,AIM ETF Products Trust,USA,NYSE ARCA,USD,ETF,US00888H6953
SEPW,AIM ETF Products Trust,USA,NYSE ARCA,USD,ETF,US00888H6870
SER,Serina Therapeutics Inc,USA,NYSE MKT,USD,Common Stock,US81751A1088
SES,SES AI Corp,USA,NYSE,USD,Common Stock,US78397Q1094
SES-WT,SES AI Corporation WT,USA,NYSE,USD,Common Stock,US78397Q1177
SETH,ProShares Trust,USA,NYSE ARCA,USD,ETF,US74349Y2090
SF,Stifel Financial Corporation,USA,NYSE,USD,Common Stock,US8606301021
SF-P-C,SF-P-C,USA,NYSE,USD,Preferred Stock,US8606308703
SF-P-D,SF-P-D,USA,NYSE,USD,Preferred Stock,US8606308703
SF-PB,Stifel Financial Corp,USA,NYSE,USD,Preferred Stock,US8606307069
SF-PC,Stifel Financial Corp,USA,NYSE,USD,Preferred Stock,US8606308703
SF-PD,Stifel Financial Corp.,USA,NYSE,USD,Preferred Stock,US8606308703
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,USA,NYSE,USD,Notes,US8606306079
SFBS,ServisFirst Bancshares Inc,USA,NYSE,USD,Common Stock,US81768T1088
SFGV,EA Series Trust - Sequoia Global Value ETF,USA,NYSE ARCA,USD,ETF,
SFL,SFL Corporation Ltd,USA,NYSE,USD,Common Stock,BMG7738W1064
SFLR,Innovator Equity Managed Floor ETF,USA,NYSE ARCA,USD,ETF,US45783Y6730
SFTX,Horizon Funds,USA,NYSE ARCA,USD,ETF,
SFUNY,Fang Holdings Ltd,USA,NYSE,USD,Common Stock,US30711Y3009
SFY,SoFi Select 500,USA,NYSE ARCA,USD,ETF,US8863642075
SFYF,SoFi Social 50 ETF,USA,NYSE ARCA,USD,ETF,US8863644055
SFYX,SoFi Next 500,USA,NYSE ARCA,USD,ETF,US8863643065
SG,Sweetgreen Inc,USA,NYSE,USD,Common Stock,US87043Q1085
SGDJ,Sprott Junior Gold Miners ETF,USA,NYSE ARCA,USD,ETF,US85210B2016
SGDM,Sprott Gold Miners ETF,USA,NYSE ARCA,USD,ETF,US85210B1026
SGHC,SGHC Limited,USA,NYSE,USD,Common Stock,GG00BMG42V42
SGI,Somnigroup International Inc.,USA,NYSE,USD,Common Stock,US88023U1016
SGLC,Rbb Fund Inc. - Sgi U.S Large Cap Core Equity Fund,USA,NYSE ARCA,USD,ETF,US74933W5931
SGN,"Signing Day Sports, Inc.",USA,NYSE MKT,USD,Common Stock,US82670R3057
SGOL,abrdn Physical Gold Shares ETF,USA,NYSE ARCA,USD,ETF,US00326A1043
SGOV,iShares® 0-3 Month Treasury Bond ETF,USA,NYSE ARCA,USD,ETF,US46436E7186
SGRT,SMART Earnings Growth 30 ETF,USA,NYSE ARCA,USD,ETF,
SGU,Star Gas Partners LP,USA,NYSE,USD,Common Stock,US85512C1053
SGVT,Schwab Strategic Trust,USA,NYSE,USD,Common Stock,
SH,ProShares Short S&P500,USA,NYSE ARCA,USD,ETF,US74347B4251
SHAK,Shake Shack Inc,USA,NYSE,USD,Common Stock,US8190471016
SHCO,Soho House & Co Inc.,USA,NYSE,USD,Common Stock,US5860011098
SHE,SPDR® SSGA Gender Diversity Index ETF,USA,NYSE ARCA,USD,ETF,US78468R7474
SHEL,Shell PLC ADR,USA,NYSE,USD,Common Stock,US7802593050
SHG,Shinhan Financial Group Co Ltd,USA,NYSE,USD,Common Stock,US8245961003
SHLD,Global X Defense Tech ETF,USA,NYSE ARCA,USD,ETF,US37960A5294
SHM,SPDR® Nuveen Bloomberg Short Term Municipal Bond ETF,USA,NYSE ARCA,USD,ETF,US78468R7391
SHMXY,Shimadzu Corp,USA,NYSE,USD,Common Stock,US82455L2007
SHNY,Microsectors Gold 3x Leverage ETN,USA,NYSE ARCA,USD,ETF,US0636795264
SHO,Sunstone Hotel Investors Inc,USA,NYSE,USD,Common Stock,US8678921011
SHO-P-H,SHO-P-H,USA,NYSE,USD,Preferred Stock,US8678928040
SHO-P-I,SHO-P-I,USA,NYSE,USD,Preferred Stock,US8678928040
SHO-PH,Sunstone Hotel Investors Inc.,USA,NYSE,USD,Preferred Stock,US8678928040
SHOC,EA Series Trust,USA,NYSE,USD,ETF,US02072L6728
SHPP,Pacer Funds Trust,USA,NYSE ARCA,USD,ETF,US69374H3782
SHRT,Tidal ETF Trust,USA,NYSE ARCA,USD,ETF,US8863642646
SHUS,Exchange Listed Funds Trust,USA,NYSE ARCA,USD,ETF,US87166N5023
SHW,Sherwin-Williams Co,USA,NYSE,USD,Common Stock,US8243481061
SHYG,iShares 0-5 Year High Yield Corporate Bond ETF,USA,NYSE ARCA,USD,ETF,US46434V4077
SHYL,Xtrackers Short Duration High Yield Bond ETF,USA,NYSE ARCA,USD,ETF,US2330512839
SI,"Shoulder Innovations, Inc.",USA,NYSE,USD,Common Stock,US82837P4081
SID,Companhia Siderurgica Nacional ADR,USA,NYSE,USD,Common Stock,US20440W1053
SIF,SIFCO Industries Inc,USA,NYSE MKT,USD,Common Stock,US8265461033
SIFI,Harbor Scientific Alpha Income,USA,NYSE ARCA,USD,ETF,US41151J2087
SIG,Signet Jewelers Ltd,USA,NYSE,USD,Common Stock,BMG812761002
SIHY,Harbor ETF Trust - Harbor Scientific Alpha High Yield ETF,USA,NYSE ARCA,USD,ETF,US41151J1097
SII,Sprott Inc.,USA,NYSE,USD,Common Stock,CA8520662088
SIJ,ProShares UltraShort Industrials,USA,NYSE ARCA,USD,ETF,US74347G5980
SIL,Global X Silver Miners ETF,USA,NYSE ARCA,USD,ETF,US37954Y8488
SILA,"Sila Realty Trust, Inc.",USA,NYSE,USD,Common Stock,US1462805086
SILJ,Amplify Junior Silver Miners ETF,USA,NYSE ARCA,USD,ETF,US0321086490
SIM,Grupo Simec SAB de CV ADR,USA,NYSE MKT,USD,Common Stock,US4004911065
SIMS,SPDR S&P Kensho Intelligent Structures,USA,NYSE ARCA,USD,ETF,US78468R6971
SIO,Touchstone Strategic Income Opportunities ETF,USA,NYSE ARCA,USD,ETF,US89157W2026
SIOO,Tidal Trust III,USA,NYSE ARCA,USD,Common Stock,
SITC,Site Centers Corp,USA,NYSE,USD,Common Stock,US82981J8514
SITE,SiteOne Landscape Supply Inc,USA,NYSE,USD,Common Stock,US82982L1035
SIVR,abrdn Physical Silver Shares ETF,USA,NYSE ARCA,USD,ETF,US0032641088
SIXA,6 Meridian Mega Cap Equity ETF,USA,NYSE ARCA,USD,ETF,US3015056811
SIXD,AIM ETF Products Trust,USA,NYSE ARCA,USD,ETF,US83002F1003
SIXF,AIM ETF Products Trust,USA,NYSE ARCA,USD,ETF,
SIXH,ETC 6 Meridian Hedged Equity-Index Option Strategy ETF,USA,NYSE ARCA,USD,ETF,US3015056654
SIXJ,AIM ETF Products Trust,USA,NYSE ARCA,USD,ETF,US00888H8694
SIXL,6 Meridian Low Beta Equity Strategy ETF,USA,NYSE ARCA,USD,ETF,US3015056993
SIXO,AIM ETF Products Trust - AllianzIM U.S. Large Cap 6 Month Buffer10 Apr/Oct ETF,USA,NYSE ARCA,USD,ETF,US00888H8777
SIXP,AIM ETF Products Trust,USA,NYSE ARCA,USD,ETF,
SIXS,6 Meridian Small Cap Equity ETF,USA,NYSE ARCA,USD,ETF,US3015056738
SIXZ,AIM ETF Products Trust,USA,NYSE ARCA,USD,ETF,
SIZE,iShares MSCI USA Size Factor ETF,USA,NYSE ARCA,USD,ETF,US46432F3709
SJB,ProShares Short High Yield,USA,NYSE ARCA,USD,ETF,US74347R1317
SJM,The J. M. Smucker Company,USA,NYSE,USD,Common Stock,US8326964058
SJNK,SPDR® Bloomberg Short Term High Yield Bond ETF,USA,NYSE ARCA,USD,ETF,US78468R4083
SJT,San Juan Basin Royalty Trust,USA,NYSE,USD,Common Stock,US7982411057
SKE,Skeena Resources Ltd,USA,NYSE,USD,Common Stock,CA83056P7157
SKF,ProShares UltraShort Financials,USA,NYSE ARCA,USD,ETF,US74347G3829
SKIL,Skillsoft Corp.,USA,NYSE,USD,Common Stock,US83066P2002
SKLZ,Skillz Platform Inc,USA,NYSE,USD,Common Stock,US83067L2088
SKM,SK Telecom Co Ltd ADR,USA,NYSE,USD,Common Stock,US78440P3064
SKT,Tanger Factory Outlet Centers Inc,USA,NYSE,USD,Common Stock,US8754651060
SKY,Skyline Corporation,USA,NYSE,USD,Common Stock,US8308301055
SKYH,Sky Harbour Group Corporation,USA,NYSE,USD,Common Stock,US83085C1071
SKYH-WT,Sky Harbour Group Corporation WT,USA,NYSE,USD,Common Stock,
SLAI,SOLAI Limited,USA,NYSE,USD,Common Stock,US0554742090
SLB,Schlumberger NV,USA,NYSE,USD,Common Stock,AN8068571086
SLDR,Global X Short-Term Treasury Ladder ETF,USA,NYSE ARCA,USD,ETF,
SLF,Sun Life Financial Inc.,USA,NYSE,USD,Common Stock,CA8667961053
SLG,SL Green Realty Corp,USA,NYSE,USD,Common Stock,US78440X8873
SLG-P-I,SL Green Realty Corporation Preferred Series I,USA,NYSE,USD,Preferred Stock,US78440X5077
SLG-PI,SL Green Realty Corp,USA,NYSE,USD,Preferred Stock,
SLGN,Silgan Holdings Inc,USA,NYSE,USD,Common Stock,US8270481091
SLI,Standard Lithium Ltd,USA,NYSE MKT,USD,Common Stock,CA8536061010
SLJY,Amplify ETF Trust,USA,NYSE ARCA,USD,ETF,
SLND,Southland Holdings Inc.,USA,NYSE MKT,USD,Common Stock,US84445C1009
SLND-WT,SLND-WT,USA,NYSE,USD,Common Stock,
SLNZ,TCW ETF Trust,USA,NYSE,USD,ETF,
